id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
4134,S_RRzJyWSjPWPSAYfs,housing,"""FULLY REMODELED"" Studio, 1 Bath, 4plex","**Open House today, May 14, 2017 @ 12-1 p.m.** Rooms: Studio / 1 bath City/Neighborhood: Emeryville Showing: By Appointment Only Utilities:  Garbage, water, gas electric will be billed by landlord Features: Stainless steel- fridge, stove, dishwasher, microwave, washer + dryer To view more properties please visit smcrents.com and click on available and upcoming tab (call only) or",1895,947,1895,1895,875
4135,S_acabO13v4JJ3iw8M,phone,Apple iPhone EarPods -OEM,"With remote and mic, white, new still in package, model MD827LL/A Serious offers only and please no offers for trades, thanks. To cut down on spam responses the posting is deleted as soon as the item is sold so there is no need to ask if it is available. Will respond to emails with a phone number, please no email only replies.",25,12,25,25,9
4136,S_Z31JRolAhUr38aEp,phone,Brand New unlocked Apple iphone 7 plus 256GB Matte Black,"-This phone is unlocked. The phone can use in all GSM sim card carriers such as AT&T/T-Mobile or international -Brand New sealed in box and we also have rose gold, gold and jet black color too -Cash only -Local starbucks for pick up",850,425,850,850,333
4137,S_BL1kmCG228i74Sbx,electronics,DJI Phantom 3 Standard,"Easy to Fly: An intelligent flight system automatically keeps your Phantom 3 Standard in the air and under your control. Amazing Images: Take stunning 2.7K HD videos and 12 Megapixel photos with the integrated aerial camera. Stable Footage: DJI's advanced gimbal stabilization technology gives you movie-quality results no matter how you fly. Enjoy the View: A live video feed gives you a 720p HD real-time view of what your camera sees right on your mobile device. Peace of Mind: Fly up to 25 minutes on a single charge, and the Intelligent Flight Battery will automatically remind you when power is running low. Included: Drone, Battery, controller, all cords and chargers that it came with, original box, micro SD card and plastic protection for the camera/gimbal. I'd be happy to test fly it and explain how the drone works. Email or text me if you are interested.",390,351,390,390,344
4138,S_V3tDJMhGYuxYCEj4,housing,COME TOUR WITH US TODAY!,"Domain Luxury Apartment Homes FLOOR PLAN: 1 Bedroom/1 Bath, D Building Neighborhood: The Heart of Downtown Address: 1389 Jefferson Street Oakland, CA 94612 Property Type: Luxury Apartment Home Lease Term: We offer Flexible Lease Terms. 1-13 Months Domain, the Heart of Downtown Oakland! Our location offers convenient access to freeways, multiple train lines including Bart and Amtrak, award-winning schools, popular sidewalk cafes, a multi-cultural shopping experience, and excellent fine dining options. Free AT&T Internet Offered Stainless Steel Appliances Dishwasher Gas Stove Top and Oven In most units Microwave Granite Counters Large Double Glass Window Patio door /Balcony in some units Floor to Ceiling Glass in Many Homes Premium Plank Flooring in Most Homes Free AT&T Internet Offered Gated Parking Professional On-Site Management Serenity Studio Bike Workshop Connect Cafe Storage Spaces Available Rotating Local Art Gallery 2 Blocks to City Center Bart Free Yoga Classes for Residents Domain's Leasing Consultant: Domain Oakland Apartments 1389 Jefferson Street www.thedomainoakland.com *PRICES ARE SUBJECT TO CHANGE DAILY*",3114,1557,3114,3114,1416
4139,S_pftE2t5aEcItO5GZ,furniture,Sofa Bed + Love Seat,"Brand New Sofa Bed plus Love Seat.  Dimensions are Sofa Bed: Width = 81""; Depth = 36""; Height=39"". Love Seat: Width = 56""; Depth  = 36""; Height=39"". Note: pillows shown in picture also included.",1000,700,1000,1000,683
4140,S_2QwRV3n5RgrFsg61,housing,Modern Living at its Finest 1x1 w/Bayou View..NOW Renting!!,"Look Out! It's a Cookout! Call Now: 3185 Garrity Way, Richmond, CA, 94806 Want more info on this unit? See the link (below): http://thegreystar.com/755z8x This is a 1 Bedroom, 1 Bath, approximately 715 Sq. Ft. Located at the tip of the Bay Area near the San Pablo Bay is The Tides, a stunning apartment community in Richmond. Throughout the community, you will find: -Renovated homes with modern appliances -Select homes include wrap-around patios -The convenience of our garden-style tubs In addition, to the community amenities at The Tides, easy freeway access gives you a perfect opportunity to explore nearby restaurants, boutiques and outdoor venues. Schedule a tour of The Tides today. - Intrusion Alarms - Views of the Bay - Fireplaces in Select Units - Raised 9 Ft. Ceilings - Fully Renovated Units Available - In-Unit Washers & Dryers - Two Tone Paint - Covered Balconies - Attached Garages - Fitness Center - Gated Community - Clubhouse - Sparkling Pool and Spa Equal Housing Opportunity",2330,1631,2330,2330,1550
4141,S_8cX4egHWVkzJNcJe,phone,iPhone 6  (ATT)  64GB,"64GB iPhone 6 for ATT Very good condition Included wall charger Wiped clean, ready for use Brand Apple iPhone 6 Network ATT",320,288,320,320,288
4143,S_ksqqxWIOEq9r9N2W,car,76 K5 blazer,"76 K5, 6 inch lift, 33's, body work mostly done. New stereo, speakers, plugs/wires, and distributor. New front clip, flow masters, has a 350 4 bolt main. Engine was installed in the 90's, have receipts, etc. Registered and smogged. It runs strong, needs power steering pump replaced. I have a new one, just haven't done it yet. Top comes off, not full though. Looks more like a truck with it off.",3500,3150,3500,3500,3081
4144,S_zJuGcr4G8m35xdIV,phone,Nokia Lumia 920 AT&T,Hello I have a lumia 920 for sale it has 32gb memory build in FM radio and an 8.7 mega pixel camera the front screen is cracked but the phone is still fully functional. If interested call me thanks,60,30,60,60,27
4145,S_SFgcg0hL50DYRR5G,furniture,DINING ROOM  TABLE  AND  CHAIRS,"FOR SELL IS A DINING  ROOM  TABLE  AND  4  CHAIRS TABLE IS 48"" IN DIAMETER IF  INTERESTED  CALL  MARGARITE  AT",80,40,80,80,40
4146,S_teEP6JHFE2U5J3CS,bike,Titanium Sampson Kalispell Road Bike,"Up for your consideration is this gorgeous brushed titanium frame from Denver Colorado's own Sampson Sports that's from 1998. It's a rare one, from the days when company founder Eric Sampson was only putting out a small quantity of frames and parts. Today, has a much expanded lineup, including ultra high-end components of almost every sort from frames to bottom brackets to derailleurs. Why own a mass produced Litespeed or Merlin Ti ride, when you can have a super small batch frame made in the Rockies? COMPLETE bike is in Excellent shape!  The frame is straight, with NO cracks, bends, dents, etc. The finish is overall in great shape, with only a few minor nicks and scratches. I've upgraded the components to more modern Sram Rival 10 speed double group set. •Frame Construction: TIG-Welded •Fork: Kinesis carbon fiber •Rear Gears: Sram 1070 10 Speed •Chain: Stan 1071 •Shifters: Stan Rival Double Tap Carbon Fiber •Brake Levers: Sram Rival Carbon Fiber •Rims: Mavic Cosmos •Hubs: Mavic Cosmos =PICK UP IN LATHROP, CA 95330= =PICK UP ONLY=",1100,770,1100,1100,710
4147,S_09oLZfDY4xBrBQRC,furniture,Dining Table and 8 Chairs-Beautiful Vintage Mid Century Rattan Bamboo,"Kalp - Son Rattan Co 11 piece Dining Set for sale. Quality real furniture!  Just in time for the Holidays,  feast and Christmas gatherings. Expands to hold 8 people, collapses to 4 people, apartment sized or formal dining room sized.  Mid Century Hollywood Regency style,  Kalp - Son Rattan Co. aqua/teal vinyl covered real Bamboo Chairs and Bamboo dining table for sale.  The dining Table is 48"" round and expands up to 82"" oblong when the two 17"" leaves are added. (28"" high) Chairs seat height is 17""  height of chair back is 28"" high, seat is 16"" wide.  Some of the chairs can use some stitching, but are in overall beautiful condition.  Please see the pictures.  You can use them now as they are or re-cover them.  These pieces stand the test of time and will last for a very long time to come.   I am asking 1200.00 for the entire set.  If interested, please call, do not text.  Local pick up, cash only.  If the ad is up, it's available",1200,1080,1200,1200,1062
4148,S_Gb7btwkRofGqEZHJ,furniture,Cherry & Black Triple Wall Mounted Storage,"Hi, I'm selling a Cherry & Black Triple Wall Mounted Storage Constructed from high quality laminated composite woods Assembly Required Phone:",26,18,26,26,18
4149,S_ecFAGLS9cZgSwZSR,furniture,Beautiful Antique Vanity and Dresser,Selling furniture in anticipation of move.  Selling other pieces too (see sofa and secretary) Note:  the vanity needs to be refinished....as I spilled nail polish remover on it. Serious inquiries only.,650,454,650,650,405
4150,S_xJP8iOro7TcbKOKI,car,2005 Toyota Camry XLE Clean Title 42K Miles,Automatic Transmission Clean Title Clean title. Clean CARFAX report available. 1 previous owner. Well maintained. Shifts smoothly. No mechanical issues. No leaks. Tires are in good condition. You can reach me at,8500,4250,8500,8500,3245
4151,S_S6wjJVLPARBkp01E,bike,"59cm Sole Fixed gear (fixie) bike ""The Whaler"" with flip flop hub","59cm Sole Fixed gear bike ""The Whaler"" with flip flop hub (ride freewheel or fixie). It has been kept indoors and out of the weather. It is fun to ride and is in great shape. Listed here: https://www.solebicycles.com/products/the-whaler",250,225,250,250,224
4153,S_0PdqUwP4UmJp8DxT,phone,Samsung Galaxy S5 for Verizon 16GB Black + Charger Excellent Condition,Samsung Galaxy S5 for Verizon 16GB Black with charger Phone is in excellent condition.  Everything works great. Im located in Fremont near the Fremont Bart Station.,120,84,120,120,79
4154,S_o85BXFpiE52lFHvS,car,Clean 2002 2.5  sport Jaguar X-type $3500,"condition: good Smogged and registered until July 2017. Black plasti-dipped rims. Clean inside leather seats and decent paint. Drives good with no issues at all, a reliable commuter. Automatic and everything works. Security system. Stock radio and CD player. If you're interested or have any questions or for more photos text me at",3000,1500,3000,3000,1437
4155,S_EqPpxImsy0L3qHfp,furniture,IKEA Night stand,Not sure about the model number but I bought it at IKEA. pickup only. It has a small white paint and scratch.,10,9,10,10,9
4156,S_Ilv7WKcOYFvoKfS0,bike,NEW - 2014 Diamondback Bicycles Clarity 24 Performance Hybrid Bike,"New bike, fresh out of the box and fully assembled. Product Features o CLARITY 24"" Light alloy frame w/replaceable hanger o Insight Jr. Aero Alloy straight blade o 165mm Alloy w/chainguard 34/42t o Shimano Front and Rear Derailleurs w/RS35 Revo 7spd Twist Shifters",285,142,285,285,138
4157,S_TkcHdw3KqmPPd03M,furniture,4 Cubicles for Sale,"Cubes for sale, 4 pack (2 deep, 2 wide). H:47, W:72, D:72. Any chairs, cabinets etc. are included. Visa, MasterCard & Amex accepted.",400,280,400,400,251
4159,S_ozLQHfBXyrhDOaz3,furniture,Twin bed with mattress set,"Twin bed set with box spring and mattress in excellent condition for sale. The mattress is clean, stainfree from non-smoking, non-pat owning home. This set can be used as two separate twin beds or can be converted as a bunk bed.",75,37,75,75,35
4160,S_7Q8WkBrcf55xN7z5,housing,"""FULLY REMODELED"" Studio, 1 Bath, 4plex","**Open House today, May 14, 2017 @ 12-1 p.m.** Rooms: Studio / 1 bath City/Neighborhood: Emeryville Showing: By Appointment Only Utilities:  Garbage, water, gas electric will be billed by landlord Features: Stainless steel- fridge, stove, dishwasher, microwave, washer + dryer To view more properties please visit smcrents.com and click on available and upcoming tab (call only) or",1895,1705,1895,1895,1688
4161,S_CKhKXtkVut3gi5ro,housing,One Bedroom,"Large One Bedroom, 4 blocks from UC, spacious, with extra closet, full kitchen, balcony. Short distance to Bart, shopping, bus. It is an amazing One Bedroom 1 bath apartment The location is fabulous! Only 4 Blocks away from UC Berkeley campus, walking distance to bart, shopping, restaurants, and entertainment Downtown Berkeley. No pets. AVAILABLE June 1st Some with xcellent View!!!",2200,1980,2200,2200,1973
4163,S_kGDXXl4PoH8lPOt2,car,"2014 Toyota Prius Plug-in hybrid Hatchback 4D, backup camera","2014 Toyota Prius Plug-in hybrid Hatchback 4D, backup camera, and Bluetooth... if you guys interested, then call me at 925/4/nine/7-5912.",11900,8330,11900,11900,8133
4164,S_cqqTHvk7XZ6fN4dM,furniture,Ikea Beddinge Sleeper Sofa Futon Frame - Delivery Avail,"Very good condition Ikea Beddinge sleeper sofa frame, back adjusts to 3 different positions, clean and in good working order, ready for pickup in San Leandro or I can deliver locally (gas $ helps!) ... Thanks! Btw, I may have a futon pad to sell also, not the Ikea one that comes with it but a nice thick standard futon pad, white...if interested,  just let me know.  Thanks!",40,28,40,40,26
4165,S_pWSlQYibatexsNYS,phone,Selling T-Mobile Samsung Galaxy Note 5 32gb,"The phone is in mint condition. It comes with original accessories, fast charger, headphones, manual in an original box. It also includes a phone case which is only a month old.  My wife and I have upgraded our phone to Galaxy S8 plus and don't need note 5 anymore. If interested please reach at 408-726-365one  or reply via email. Serious buyers please.",340,170,340,340,142
