scenario_id,post_id,category,title,description,listing_price,images,buyer_target,buyer_bottomline,seller_target,seller_bottomline,intersection,target_gap
S_vxTvGu4fAJLs3Ojn,6149562035,phone,iPhone 7 - 32GB AT&T Rose Gold,"Selling iPhone 7 - 32GB for ATT Color:  Rose GOLD Phone is LOCKED to AT&T. Ready to use with AT&T SIM Card. Phone will not work with other carriers. ONLY AT&T. Phone is used, but in excellent condition. No scratches. Always had cases and screen protectors. Phone has warranty until Christmas 2017. Will meet at AT&T Store to verify clean IMEI and ownership.",430,,215,,430,,,215
S_5GioWJ7x7Qy3HKyy,6116344116,car,2003 Mini Cooper S JCW mint one owner,"lowering price make offer        also looking to trade for a 2014 nissan leaf. I hate to sell this car  but unfortunately the time has come for this car to part ways with me.  I bought this car less than two years ago from a dealer it had 36,000 miles on it.   A clean Carfax report and VIN will be posted tomorrow currently it has brand-new  brake pads with new drilled and slotted brake rotors.  The brake calipers and rotors are the larger jcw versions. I just did a complete front suspension rod end tuneup and new energy a arm bushings.  car has brand-new Bridgestone Potenza tires on nice oz racing wheels.  And a K+N air filter on a cold air conversion. please dont bother lowballing. thanks call or text me anytime with questions or a test drive.  I still owe money on the car so we can do the transaction  at wells fargo. call or text:",7500,car/6116344116_0.jpg,6750,,7500,,,750
S_mqE1hG7rgnxdBjv9,6124871768,electronics,CAMBRIDGE SOUNDWORKS CENTER CHANNEL PLUS SPEAKERS by Henry Kloss,"Enjoy all your favorite movies with excellent sound delivered by your Soundworks Center Channel Plus center speaker. This Cambridge Soundworks center speaker features a high output capability with a strong channel amplifier, which renders a crisp quality to your sound. With a power handling capacity of 40 watts and more, this Cambridge Soundworks speaker delivers sounds without distortions. Even at higher volume levels, this Cambridge Soundworks center speaker is capable of giving accurate sound and realistic dialogue output. With an expedient shape, this Cambridge Soundworks speaker is tailor-made to perfectly fit on top of the TV set or below the support stand. Get the Soundworks Center Channel Plus for your television and enjoy movies with theatre like sound quality. This item is tested, operational and no missing parts. Free demo before purchase. I sell or trade for a old mens wind up, automatic, kenetic, solar, eco drive watches, 7"" prerecorded reel to reel tapes, 10"" take up metal reel, nab hub reel adapters, smart phone, etc. Click on ""more ads by this user"" for lots more kool stuff... Please respond with your NAME and NUMBER; otherwise it will be deleted like SPAM.",100,electronics/6124871768_0.jpg,50,,100,,,50
S_zYj1P26CFLtJMS8h,6152003081,electronics,Fitbit Charge HR,Hi.  I have a Fitbit Charge HR that I have for sale.  It's is in like new condition.  I have barely used it and would be better off with someone else that would use it more often.,60,electronics/6152003081_0.jpg,42,,60,,,18
S_uRayP2c8Krv0a28F,6133064537,car,2016 Mazda CX-3 --Touring SPORT UTILITY,"2016 Mazda CX-3 --Touring SPORT UTILITY Engine: 4-Cyl, 2.0 skyactiv-G DriveTrain: AWD Mileage: 1563 Only Title: Salvage Title Small Accident in the side Door All Power Fully Loaded This is a nice and clean car, Low miles only like new , 2016 Mazda CX-3 --Touring SPORT UTILITY, the most reliable car and good looking , Gas saver , if you are you looking for a nice car then call me at 9=2=5-3=0=3-7=2-8=3",15750,car/6132778576_0.jpg,11025,,15750,,,4725
S_noutjpEStbxhjUHm,6147896686,electronics,40 in. Sony LED 1080p Flat screen,"I love this tv, but unfortunately I don't need a tv any more just a monitor so I'm selling this baby. The tv has great color. easy to use controls, easily accessible ports, and best thing of all is super light! Also it has a 60 Hz refresh rate so you can play games at 60fps.",340,,306,,340,,,34
S_whGELwMXMA6WlVbK,6151971804,phone,Samsung Galaxy S6 Active,"Hello, I am selling a white Samsung Galaxy S6 Active from ATT,32GB.  Phone is unlocked and in excellent condition.   You can email or text me at",280,phone/6151971804_0.jpg,140,,280,,,140
S_DulmS3ofZwZt3w6T,6142340662,bike,55 cm 2002 Lemond Buenos Aires - upgraded parts,"2002 Lemond Buenos Aires frame, with all upgraded, and some new, parts. Lemond frames run a little long - I'm 5'11"" and it fits me well. The frame has a few paint chips, but is structurally perfect and has no rust. Frame saver has been applied regularly on the inside. This frame has served me well for many wonderful miles. The Reynolds 853 steel makes it about as light as steel frames come. This is the same frame and geometry as is used on the Lemond Zurich and Maillot Jaune, but it came with different standard components. It's bomb proof, stiff, and incredibly comfortable. About a month ago I stripped it down and rebuilt it with a combination of new and used parts. Frame: 2002 Lemond Buenos Aires 853 Reynolds chromoly steel Wheels: Mavic Ksyrium Equipe (replaced freehub body 500 miles ago) Shifters/Derailleurs/Brakes: almost new SRAM Apex 10 speed (long cage rear derailleur) Crankset: SRAM Force 53/39 Bottom Bracket: brand new SRAM GXP Chain: brand new KMC 10 speed hollow pin Brand new cables and housing",825,bike/6142340662_0.jpg,412,,825,,,413
S_LjLo0sIlWgdlE9c8,6131498708,bike,Lemond bike and wheels,Product Description Frame: Lemond 6061 Performance Aluminum I bought this bike off of a friend a couple of months ago and since then I've bought a car. Don't need it anymore since I got a new one. Ready to be back on the road today! It a full-size bike. I'm 6 feet tall.,300,bike/6131498138_0.jpg,270,,300,,,30
S_MbClt9dV2SSi1JtR,6127404832,bike,Look 586 Medium (Full Campy SR),"Full Campy Super Record 11 Speed (3 wheels, both rear wheels have 12-29 cassettes (These are the lip generation wheels with DT 240 Hubs) Compact Crank (34/50) 172.5 length. Carbon Fiber Stem w/Campagnolo graphic. Fizik Carbon Braided Saddle. I have not ridden this bike in 2 years. The wheels have exactly 100 miles. Frame and components have less than 1000 miles. It's in very good condition.",3000,bike/6127404832_0.jpg,2100,,3000,,,900
S_6yC7KGTu6N2HuhAY,6127404832,bike,Look 586 Medium (Full Campy SR),"Full Campy Super Record 11 Speed (3 wheels, both rear wheels have 12-29 cassettes (These are the lip generation wheels with DT 240 Hubs) Compact Crank (34/50) 172.5 length. Carbon Fiber Stem w/Campagnolo graphic. Fizik Carbon Braided Saddle. I have not ridden this bike in 2 years. The wheels have exactly 100 miles. Frame and components have less than 1000 miles. It's in very good condition.",3000,bike/6127404832_0.jpg,1500,,3000,,,1500
S_BVmYHtjfVFFSoRwf,6151359807,bike,Liv Alight 3 Women's Bike,"Lightly used. U-lock Included I'm 5'4 fits me well.  But seat can be easily adjusted. Great deal, moving and can't take it with me.",150,,135,,150,,,15
S_zNdK4jhhYW0C7gUb,6145162075,furniture,"Ikea Desks (several), Hutches, Filing cabinets and more","Lots of excess office furniture to sell. ** all items have some wear and tear, scratches, etc... Every else in photos also for sale. Just ask. We also have Hon filing cabinets and supply cabinets.",25,furniture/6145162075_0.jpg,22,,25,,,3
S_JW2SbBB6YsqS1mKL,6130103143,housing,Clean Concord Apartment near WC & Clayton border,"Address:   1491 Bassett Drive, Unit 8, Concord, CA 94521 Quiant 10 unit building with 2 large Bedrooms, 1 Bath Unit.  Bright, Sunny, Remodeled unit with new paint and new carpet and wood flooring.    Comes with one covered parking and street parking.   Great Residential location. Located near New Hall Park close to the Clayton and Walnut Creek Boarders.  5 minute walk to shops.  Coin operated laundry on site. POLICY:  This is a No Section 8, No Smoking. To Apply Please Bring: Photo ID 2-3 paystubs with YTD information Application Fee One year Lease: Owner pays for water & garbage. Resident pays for PG&E and cable/internet Equal Opportunity Housing Prices are subject to change without notice. Key Property Management is not responsible for typographical errors Thanks for Looking",1595,housing/6130104631_0.jpg,797,,1595,,,798
S_r7VwoeMm19zc2UOD,6131498708,bike,Lemond bike and wheels,Product Description Frame: Lemond 6061 Performance Aluminum I bought this bike off of a friend a couple of months ago and since then I've bought a car. Don't need it anymore since I got a new one. Ready to be back on the road today! It a full-size bike. I'm 6 feet tall.,300,bike/6131498138_0.jpg,210,,300,,,90
S_l0u6ozR3iIvV3lpU,6127878379,bike,"2009 Diamondback Lux 19"" MTB","For sale used 26"" wheel mountain bike. 19"" Women's specific aluminum frame with front suspension. 24 speeds and recently tuned up. Cash only. If ad is up bicycle is still available.",180,bike/6127878379_0.jpg,125,,180,,,55
S_KClJuomMaQCStjG1,6127878379,bike,"2009 Diamondback Lux 19"" MTB","For sale used 26"" wheel mountain bike. 19"" Women's specific aluminum frame with front suspension. 24 speeds and recently tuned up. Cash only. If ad is up bicycle is still available.",180,bike/6127878379_0.jpg,90,,180,,,90
S_DCFmyuqygIb0hsD8,6151730751,bike,Excellant  Yakima Hitch Mount Bike Rack,Great Hitch.  Holds 2 bikes even heavy ones easily. Straps super sturdy.  Arm folds down and post goes back if needed but I can lift my lift back with out moving the main post back. I can meet you part way if you are not in the area.  I am also in Oakland hills area as well. Please call - better than e-mail Joy,150,bike/6151730751_0.jpg,105,,150,,,45
S_2RuzdxBxLZQIQsZF,6132582550,car,2008 Toyota Highlander V6 Limited  with only 67k miles,"2nd owner, Still Drive's Like New, No  Accident, Clean Inside and outside always parked in the garage Leather Seats Stability Control Traction Control Universal Remote",17500,car/6132582550_0.jpg,12250,,17500,,,5250
S_I4hLzOz4iDRUyivq,6142784497,bike,Unopened brand new bike stand rack,Just as represented on box.  RAD Cycle Products Aluminum Bike Stand Bicycle Rack Storage or Display for Two Bicycles.  See link from amazon how it represented. https://www.amazon.com/Cycle-Products-Aluminum-Bike-Rack/dp/B01782H9E2,45,,22,,45,,,23
S_t26WCJkGDMpg99KF,6151592818,phone,iPhone 6  Factory Unlocked,"16GB iPhone 6 Factory Unlocked Very good condition iCloud and IMEI are clean Included wall charger Wiped clean, ready for use Brand Apple iPhone 6",270,phone/6151592818_0.jpg,135,,270,,,135
S_PiAo6NkJiQRquOXK,6130065384,car,2006 TOYOTA AVALON..CLEAN TITLE,"Clean Title, passed smog Mileage 155K Leather seats, sun roof Navigation, Ac and heater Tires amd breaks good Very clean from inside and out side Please call or text me",6500,car/6130065384_0.jpg,5850,,6500,,,650
S_jQ258JuvIXXZEj5v,6135754146,phone,iPhone 6 -128GB -  for all GSM,"The price is firm, any lower offer will be deleted iPhone 6 with 128GB memory (ATT) Color Gold This item has no scratches, dents, or chips. It is flawless in every other aspect. Comes with power adapter.",330,,230,,330,,,100
S_oVtpki13Dn1LVmsT,6132709831,housing,"1255 26th St., Large Live/Work Unit, Near  Emeryville, Modern","1 Month Off Move In with Year Lease! Year 
lease Cats Allowed (Extra 
deposit may be required), No Dogs Office Hours are 9-5pm 
Closed for Lunch 12-1pm",2695,housing/6132709831_0.jpg,2425,,2695,,,270
S_0wsG05InaKE0pqLQ,6123533868,housing,GOING ONCE!GOING TWICE!RENTED TO YOU!HURRY IN & CLAIM YOUR NEW HOME!,"Come visit the ONLY apartment building nestled in this popular downtown residential area. Enjoy the security of gated entry and underground gated garage parking. These beautiful apartments are walking distance to BART, shopping, restaurants, elementary and middle schools. Minutes away from 880 and580 freeways. Our desirable homes have been completely remodeled to include dual pane windows, stylish 6 panel doors, beautiful crown molding and baseboard, modern brushed nickel fixtures, microwaves, dishwashers, and so much more! This particular apartment home is located on the third floor bringing in ton's of natural sunlight! It has been redone with sleek black countertops! The cabinetry is newly redone in an elegant white with brushed nickelEuro hardware! See for yourself just how bright and light this apartment home feels! SAVE MONEY! Cancel your gym membership to workout in our beautiful upgraded fitness center with a view of the hills! SAVE MONEY! Free assigned parking spot in our gated garage! Attentive and Professional Management Staff on-site. Sorry we do not accept Sec 8. Residents responsible for all utilities. Free parking and free storage included.",1950,housing/6123533868_0.jpg,1365,,1950,,,585
S_fj11jqwXdkyKFVe1,6125199031,furniture,Herman Miller Aeron Chair Size C,herman miller aeron chair. good shape. in storage in san leandro. this is size C. everyone seems to want size B but they fit similar sized people. please see the chart.,350,furniture/6125199031_0.jpg,244,,350,,,106
S_xJyFKamA8sqoK36c,6111846027,furniture,Pair of Mid Century Lamps,Selling a pair of Mid Century lamps with original shades. Both lamps are in great vintage condition. midcentury mod modern mcm lighting lamp light glass cyrstal colored retro,40,furniture/6111846027_0.jpg,20,,40,,,20
